targetid,z,zwarn,spectype,deltachi2
39627369262094792,0.035149079713757914,0,GALAXY,528.1279911957681
39627414736733624,0.47828230876324407,4,GALAXY,1.4999851323664188
39627486056680761,0.13407474801466773,4,GALAXY,5.614258750341833
39627491920318510,0.3018944888978134,0,GALAXY,152.10611762851477
39627551202607993,1.4748088352658082,0,GALAXY,74.92685014009476
39627555329807169,1.3906816405285345,0,GALAXY,33.46801322698593
39627563135403974,6.660796699057113,0,QSO,104.64427733421326
39627567245825465,1.2325135153790199,0,GALAXY,88.60816268622875
39627568877404802,1.2066612570622368,0,GALAXY,52.548660427331924
39627573226903613,1.5718390765065038,4,GALAXY,1.0093707237392664
39627577572197178,0.38225024313551015,4,GALAXY,3.118506919592619
39627580587907726,1.2653514285233405,4,GALAXY,0.007019552256679162
39627580592097970,0.8009141761803512,4,GALAXY,0.0008222318137995899
39627582357899682,0.24165932995534056,4,GALAXY,3.724513217806816
39627582370485493,0.6066841507179617,4,GALAXY,5.107484832406044
39627586564786909,1.283948354001048,4,GALAXY,0.006655919511104003
39627586568979944,0.7022398810694419,4,GALAXY,0.01024273582152091
39627586568980434,0.7789427790918559,4,GALAXY,0.0031629763689124957
39627586568983478,1.3968881316186572,4,GALAXY,0.00885121115425136
39627586573177012,1.2969135857915468,4,GALAXY,0.005799841048428789
39627592545866483,0.8367122525784007,4,GALAXY,0.003979724075179547
39627592545868608,1.138996021141383,4,GALAXY,0.009344302408862859
39627603312645176,0.9481854486503587,0,GALAXY,525.9315955638885
39627607293039577,6.063803890675078,0,QSO,135.46354953944683
39627612166821688,0.09262417697093141,0,GALAXY,5068.0249218940735
39627615312547055,1.3218973567796077,4,GALAXY,1.9487476199865341
39627619175498728,1.2035331432459964,0,GALAXY,64.77266013622284
39627628537190458,0.8553553863335939,4,GALAXY,1.8806430464610457
39627629032114360,0.8046807122679253,4,GALAXY,8.372586719691753
39627630160381301,1.0257176054353025,0,GALAXY,106.36060705780983
39627633331277238,1.4171232407962489,4,GALAXY,1.665908694267273
39627635118054078,0.5576815529751766,4,GALAXY,1.2762576341629028
39627635122243701,1.490142552466711,0,GALAXY,50.88894075155258
39627639337521815,1.485373065937405,0,GALAXY,32.30582471191883
39627641153652617,0.49564301552030987,4,GALAXY,2.054296087473631
39627642311282831,0.4733190078128458,0,GALAXY,274.3350008353591
39627645255681616,4.518334329007264,4,QSO,3.4696259014308453
39627651849130098,0.1896056505296098,0,GALAXY,26.932023271918297
39627654445405293,1.226689081136488,4,GALAXY,2.4280043095350266
39627655586255871,1.0506669367738641,0,GALAXY,99.87869986891747
39627655590445879,0.7628240861313285,4,GALAXY,0.439977440983057
39627657373026407,1.349250229621414,0,GALAXY,56.8469623029232
39627657398192938,1.1504808532646666,0,GALAXY,18.329348921775818
39627657414972466,1.3315267274770086,0,GALAXY,42.841200694441795
39627665161848725,0.9088391442964291,0,GALAXY,721.4252410233021
39627667103813278,1.477833743990505,0,GALAXY,27.778748750686646
39627669213545886,0.5029642593610669,0,GALAXY,20.935936957597733
39627671184868675,0.4026250278962093,0,GALAXY,13.918025715276599
