# Galaxy Zoo DECaLS Spiral Galaxy Catalog
# Source: Walmsley et al. (2022), MNRAS 509:3966
# DOI: 10.5281/zenodo.4573248
# License: CC-BY-4.0
# Generated by: research/data_build/build_galaxy_spin_dataset.py
# Total spirals: 18979
#
# LIMITATION: This catalog identifies spiral galaxies but does NOT
# include CW/CCW winding direction. Galaxy Zoo DECaLS classifies
# winding TIGHTNESS (tight/medium/loose), not CHIRALITY.
# For CW/CCW counts, see galaxy_spin_counts.csv (Shamir 2024).
#
galaxy_id,ra,dec,redshift,spiral_vote_fraction,winding_tight,winding_medium,winding_loose,survey_source
J150819.89+014123.0,227.08289249243893,1.6898747033752477,0.006964829,0.935483870967742,0.3103448275862069,0.4482758620689655,0.2413793103448276,Galaxy_Zoo_DECaLS
J121119.89+012927.0,182.8327912580759,1.4927590214970838,0.007063561,0.6190476190476191,0.3846153846153846,0.4615384615384616,0.1538461538461538,Galaxy_Zoo_DECaLS
J091223.90+095725.0,138.107805026398,9.955489375536862,0.0070818583,0.8260869565217391,0.4736842105263158,0.3684210526315789,0.1578947368421052,Galaxy_Zoo_DECaLS
J075056.05+235345.3,117.73352930172034,23.89588129285966,0.0070895534,0.95,0.4736842105263158,0.4736842105263158,0.0526315789473684,Galaxy_Zoo_DECaLS
J083517.30+282823.9,128.82103873171744,28.47524414290707,0.0071216044,0.9722222222222222,0.4,0.4285714285714285,0.1714285714285714,Galaxy_Zoo_DECaLS
J122542.90+003416.9,186.42837187289905,0.5726473092864726,0.0071382825,0.935483870967742,0.6206896551724138,0.2068965517241379,0.1724137931034483,Galaxy_Zoo_DECaLS
J100031.00+031214.0,150.13207484345185,3.2053649251135354,0.007176981,0.8823529411764706,0.8666666666666667,0.0666666666666666,0.0666666666666666,Galaxy_Zoo_DECaLS
J082547.60+280705.3,126.44827171817732,28.118087108385897,0.0073267906,1.0,0.0,0.0,1.0,Galaxy_Zoo_DECaLS
J083342.56+274243.4,128.42733243574253,27.71214805773661,0.007438774,0.9142857142857144,0.6875,0.21875,0.09375,Galaxy_Zoo_DECaLS
J211005.10-034206.0,317.52134801204585,-3.70121520609332,0.0074585048,0.9743589743589745,0.6052631578947368,0.3684210526315789,0.0263157894736842,Galaxy_Zoo_DECaLS
